u,v,key,osmid,highway,lanes,name,oneway,reversed,length,rfid_c,rfid,avgspeed,time,bridge,RP1_me,RP1_fr,RP100_me,RP100_fr,RP20_me,RP20_fr,dam_RP100_al_segments,dam_RP100_al,dam_RP20_al_segments,dam_RP20_al,dam_RP1_al_segments,dam_RP1_al,risk_al_segments,risk_al,maxspeed,ref,access,junction
99288469,99409276,0,11167787,residential,2,West 43rd Street,False,False,157.83257883554654,"[6828, 6830, 6832, 6834, 1656]",1057,43.0,0.004,nan,,0.0,1.0244999885559083,1.0,0.7334999561309814,1.0,"[np.float64(10721.0), np.float64(280.0), np.float64(633.0), np.float64(310.0), np.float64(811.0)]",12755.0,"[np.float64(8315.0), np.float64(227.0), np.float64(511.0), np.float64(249.0), np.float64(642.0)]",9944.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(4437.56), np.float64(120.76), np.float64(271.94), np.float64(132.55), np.float64(342.12)]",5304.93,nan,nan,nan,nan
99288473,99351341,0,11157682,residential,2,West 45th Street,False,False,112.4082854589304,"[6680, 6688, 6682, 1447]",943,43.0,0.003,nan,,0.0,0.9226666132609049,1.0,0.6040000279744466,1.0,"[np.float64(7089.0), np.float64(486.0), np.float64(252.0), np.float64(676.0)]",8503.0,"[np.float64(5208.0), np.float64(361.0), np.float64(178.0), np.float64(449.0)]",6196.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(2790.63), np.float64(193.28), np.float64(95.67), np.float64(242.53)]",3322.11,nan,nan,nan,nan
99288473,99288475,0,585352701,residential,2,Royal Palm Avenue,False,True,228.4305667723279,"[1307, 6687]",859,43.0,0.005,nan,,0.0,1.1400000498845027,1.0,0.8153845713688777,1.0,"[np.float64(18733.0), np.float64(531.0)]",19264.0,"[np.float64(15120.0), np.float64(394.0)]",15514.0,"[np.float64(nan), np.float64(nan)]",0.0,"[np.float64(8046.39), np.float64(210.96)]",8257.35,nan,nan,nan,nan
99290780,99373620,0,855875288,residential,2,16th Street,False,True,118.87189712425646,"[5514, 1509, 5510]",996,43.0,0.003,nan,0.2153333346048991,1.0,0.9873333613077799,1.0,0.7786666870117187,1.0,"[np.float64(7919.0), np.float64(814.0), np.float64(675.0)]",9408.0,"[np.float64(6579.0), np.float64(692.0), np.float64(560.0)]",7831.0,"[np.float64(2055.0), np.float64(260.0), np.float64(151.0)]",2466.0,"[np.float64(4470.3), np.float64(490.46), np.float64(369.17)]",5329.93,nan,nan,nan,nan
99290780,4243829420,0,1312334856,residential,2,Michigan Avenue,False,True,158.98137500960752,"[1984, 5512, 2962, 5206, 1015]",1363,43.0,0.004,nan,0.14749999344348907,0.4433373117567661,0.8264705433565027,1.0,0.6217646879308364,1.0,"[np.float64(6003.0), np.float64(820.0), np.float64(246.0), np.float64(3128.0), np.float64(721.0)]",10918.0,"[np.float64(4894.0), np.float64(675.0), np.float64(184.0), np.float64(2489.0), np.float64(582.0)]",8824.0,"[np.float64(756.0), np.float64(148.0), np.float64(nan), np.float64(24.0), np.float64(35.0)]",963.0,"[np.float64(2961.72), np.float64(429.02), np.float64(98.46), np.float64(1337.3), np.float64(326.34)]",5152.84,nan,nan,nan,nan
99290780,4244192763,0,1312334856,residential,2,Michigan Avenue,False,False,174.8195738053681,"[5505, 3869, 3029, 5501]",1399,43.0,0.004,nan,0.1711111068725586,1.0,0.9405555725097656,1.0,0.73999998304579,1.0,"[np.float64(822.0), np.float64(8320.0), np.float64(797.0), np.float64(3400.0)]",13339.0,"[np.float64(689.0), np.float64(6946.0), np.float64(656.0), np.float64(2810.0)]",11101.0,"[np.float64(219.0), np.float64(2010.0), np.float64(116.0), np.float64(563.0)]",2908.0,"[np.float64(469.74), np.float64(4642.62), np.float64(403.73), np.float64(1760.38)]",7276.47,nan,nan,nan,nan
99290793,99407357,0,11167789,residential,nan,West 43rd Street,False,True,81.86292927066847,1578,1033,43.0,0.002,nan,0.1354545463215221,1.0,1.009090943769975,1.0,0.7645454406738281,1.0,[np.float64(6573.0)],6573.0,[np.float64(5315.0)],5315.0,[np.float64(1065.0)],1065.0,[np.float64(3333.99)],3333.99,nan,nan,nan,nan
99290793,2634730261,0,11149699,residential,nan,North Michigan Avenue,False,False,129.18226970239613,"[1322, 2341, 3622, 2351]",1209,43.0,0.003,nan,0.1407692340704111,0.9583607206709166,0.9985713958740234,1.0,0.7535713740757534,1.0,"[np.float64(2218.0), np.float64(3338.0), np.float64(3186.0), np.float64(1510.0)]",10252.0,"[np.float64(1835.0), np.float64(2664.0), np.float64(2555.0), np.float64(1244.0)]",8298.0,"[np.float64(453.0), np.float64(472.0), np.float64(480.0), np.float64(303.0)]",1708.0,"[np.float64(1190.04), np.float64(1643.02), np.float64(1588.3), np.float64(805.0)]",5226.36,nan,nan,nan,nan
99290793,99290797,0,1022789087,residential,2,North Michigan Avenue,False,True,164.7363802972081,"[1328, 3635, 1331, 3633]",872,43.0,0.004,nan,0.14850000143051148,0.9816465885693064,1.020952406383696,1.0,0.770000003633045,1.0,"[np.float64(2210.0), np.float64(2280.0), np.float64(4696.0), np.float64(4098.0)]",13284.0,"[np.float64(1799.0), np.float64(1843.0), np.float64(3734.0), np.float64(3399.0)]",10775.0,"[np.float64(394.0), np.float64(380.0), np.float64(653.0), np.float64(888.0)]",2315.0,"[np.float64(1143.96), np.float64(1161.18), np.float64(2299.38), np.float64(2227.24)]",6831.76,nan,nan,nan,nan
99291616,4316683899,0,534867309,residential,1,West 24th Street,True,False,12.012326268103745,1335,874,43.0,0.0,nan,,0.0,0.4749999940395355,1.0,0.3050000071525574,1.0,[np.float64(274.0)],274.0,[np.float64(176.0)],176.0,[np.float64(nan)],0.0,[np.float64(95.34)],95.34,nan,nan,nan,nan
99291616,4316670485,0,1044744206,secondary,2,Pine Tree Drive,True,False,7.324296779850423,3176,1429,48.0,0.0,nan,,0.0,0.4000000059604645,1.0,0.23000000417232513,1.0,[np.float64(703.0)],703.0,[np.float64(404.0)],404.0,[np.float64(nan)],0.0,[np.float64(221.07)],221.07,30 mph,nan,nan,nan
99291616,4316670876,0,11149796,residential,1,West 24th Street,True,False,115.40713506606107,"[6498, 3236, 3173, 3241, 3229]",1443,43.0,0.003,nan,,0.0,0.6242856979370117,1.0,0.4442856652396066,1.0,"[np.float64(232.0), np.float64(2627.0), np.float64(85.0), np.float64(132.0), np.float64(146.0)]",3222.0,"[np.float64(144.0), np.float64(2017.0), np.float64(69.0), np.float64(107.0), np.float64(119.0)]",2456.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(78.24), np.float64(1077.22), np.float64(36.7), np.float64(56.92), np.float64(63.28)]",1312.36,nan,nan,nan,nan
99291622,9747217061,0,11149798,residential,2,24th Street,False,False,113.81962378830968,"[7840, 7866, 7842, 7868, 3431, 5370, 7832, 3438, 7864, 6418, 6420, 4566, 4568, 7834, 7836, 7838]",1595,43.0,0.003,nan,0.1574999988079071,0.45388357648175087,0.7750000357627869,1.0,0.6053333282470703,0.9534702413149533,"[np.float64(109.0), np.float64(345.0), np.float64(79.0), np.float64(510.0), np.float64(446.0), np.float64(239.0), np.float64(286.0), np.float64(406.0), np.float64(256.0), np.float64(96.0), np.float64(34.0), np.float64(932.0), np.float64(929.0), np.float64(362.0), np.float64(369.0), np.float64(1731.0)]",7129.0,"[np.float64(32.0), np.float64(293.0), np.float64(14.0), np.float64(428.0), np.float64(373.0), np.float64(205.0), np.float64(252.0), np.float64(368.0), np.float64(219.0), np.float64(28.0), np.float64(nan), np.float64(762.0), np.float64(708.0), np.float64(309.0), np.float64(305.0), np.float64(1126.0)]",5422.0,"[np.float64(nan), np.float64(72.0), np.float64(nan), np.float64(92.0), np.float64(75.0), np.float64(53.0), np.float64(82.0), np.float64(142.0), np.float64(57.0), np.float64(nan), np.float64(nan), np.float64(163.0), np.float64(nan), np.float64(77.0), np.float64(43.0), np.float64(nan)]",856.0,"[np.float64(19.11), np.float64(189.58), np.float64(9.3), np.float64(270.86), np.float64(233.64), np.float64(133.82), np.float64(172.27), np.float64(261.79), np.float64(143.16), np.float64(16.74), np.float64(1.02), np.float64(482.58), np.float64(378.33), np.float64(200.39), np.float64(182.47), np.float64(609.3)]",3304.36,nan,nan,nan,nan
99291622,99387281,0,190659812,primary,4,Collins Avenue,False,False,163.80417120586796,"[2177, 2179, 2181, 2183, 2185, 1547, 2187, 2189, 2191, 2193, 7850, 7852, 7854, 4398, 7856, 4400, 4018, 7858, 4020, 7860, 7862, 4402, 7870, 7872, 7874, 2175]",1014,52.0,0.003,nan,0.20736841151588842,0.8153087464998018,1.037499984105428,1.0,0.8233333428700765,1.0,"[np.float64(6038.0), np.float64(5521.0), np.float64(5408.0), np.float64(5575.0), np.float64(6031.0), np.float64(5364.0), np.float64(6679.0), np.float64(6029.0), np.float64(3025.0), np.float64(5923.0), np.float64(5056.0), np.float64(4781.0), np.float64(4718.0), np.float64(4241.0), np.float64(6038.0), np.float64(3239.0), np.float64(5931.0), np.float64(6301.0), np.float64(4388.0), np.float64(5201.0), np.float64(5440.0), np.float64(7053.0), np.float64(2833.0), np.float64(3435.0), np.float64(3885.0), np.float64(3586.0)]",131719.0,"[np.float64(5215.0), np.float64(4958.0), np.float64(4903.0), np.float64(4988.0), np.float64(5239.0), np.float64(4326.0), np.float64(5729.0), np.float64(5104.0), np.float64(2471.0), np.float64(4785.0), np.float64(4071.0), np.float64(3874.0), np.float64(3886.0), np.float64(3557.0), np.float64(5135.0), np.float64(2776.0), np.float64(5116.0), np.float64(5581.0), np.float64(3614.0), np.float64(4695.0), np.float64(4810.0), np.float64(6154.0), np.float64(2415.0), np.float64(2906.0), np.float64(3235.0), np.float64(3033.0)]",112576.0,"[np.float64(1480.0), np.float64(1812.0), np.float64(1879.0), np.float64(1823.0), np.float64(1502.0), np.float64(nan), np.float64(1484.0), np.float64(1185.0), np.float64(112.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(551.0), np.float64(718.0), np.float64(1212.0), np.float64(742.0), np.float64(1411.0), np.float64(1847.0), np.float64(387.0), np.float64(1753.0), np.float64(1601.0), np.float64(1879.0), np.float64(618.0), np.float64(693.0), np.float64(613.0), np.float64(723.0)]",26025.0,"[np.float64(3465.56), np.float64(3480.54), np.float64(3481.75), np.float64(3502.23), np.float64(3487.68), np.float64(2302.29), np.float64(3741.12), np.float64(3270.22), np.float64(1367.1), np.float64(2546.26), np.float64(2166.82), np.float64(2061.06), np.float64(2326.84), np.float64(2229.0), np.float64(3298.66), np.float64(1823.74), np.float64(3380.58), np.float64(3828.95), np.float64(2104.4), np.float64(3312.73), np.float64(3304.62), np.float64(4150.34), np.float64(1573.96), np.float64(1870.7), np.float64(2009.05), np.float64(1952.34)]",72038.54,nan,FL A1A,nan,nan
99296609,99296611,0,"[1381415189, 44660774]",residential,2,41st Street,False,True,84.486914676201,"[7766, 7772, 7790, 1343]",882,48.0,0.002,nan,0.30666667222976685,0.2657280389763332,0.8163635080510919,1.0,0.5659999847412109,0.929080990786723,"[np.float64(708.0), np.float64(311.0), np.float64(2886.0), np.float64(1654.0)]",5559.0,"[np.float64(634.0), np.float64(278.0), np.float64(2189.0), np.float64(602.0)]",3703.0,"[np.float64(275.0), np.float64(109.0), np.float64(276.0), np.float64(nan)]",660.0,"[np.float64(465.7), np.float64(198.71), np.float64(1301.24), np.float64(347.61)]",2313.26,30 mph,nan,nan,nan
99310414,4242573119,0,"[1307178744, 1305038457, 1307232888]",primary,2,Collins Avenue,False,True,155.2333010513871,"[2818, 7568, 6193, 3798, 6200, 2842, 2812]",1322,56.0,0.003,nan,,0.0,0.248888889948527,1.0,0.06999999880790711,0.3027810474655057,"[np.float64(1372.0), np.float64(4579.0), np.float64(1130.0), np.float64(1036.0), np.float64(5474.0), np.float64(1326.0), np.float64(3846.0)]",18763.0,"[np.float64(289.0), np.float64(nan), np.float64(273.0), np.float64(nan), np.float64(635.0), np.float64(284.0), np.float64(51.0)]",1532.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(184.22), np.float64(137.37), np.float64(169.03), np.float64(31.08), np.float64(478.54), np.float64(180.36), np.float64(140.62)]",1321.22,35 mph,FL A1A,nan,nan
99310414,2912184930,0,287648876,residential,nan,6th Street,True,False,110.24941284195441,"[7016, 2577, 6195, 564, 6198]",1248,43.0,0.003,nan,,0.0,0.32642858369009836,1.0,0.13454545627940784,0.755066873334677,"[np.float64(111.0), np.float64(276.0), np.float64(228.0), np.float64(1307.0), np.float64(1636.0)]",3558.0,"[np.float64(37.0), np.float64(131.0), np.float64(66.0), np.float64(219.0), np.float64(689.0)]",1142.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(21.64), np.float64(73.12), np.float64(39.51), np.float64(147.62), np.float64(390.14)]",672.03,nan,nan,nan,nan
99310414,4242573103,0,"[100347248, 543661786, 534801512]",residential,nan,6th Street,True,False,110.3395566025598,"[7015, 780, 3729, 6194, 5909, 2839, 2843]",1319,43.0,0.003,nan,,0.0,0.23307692087613618,1.0,0.07285714149475098,0.5333622611302522,"[np.float64(100.0), np.float64(1244.0), np.float64(400.0), np.float64(255.0), np.float64(53.0), np.float64(171.0), np.float64(219.0)]",2442.0,"[np.float64(29.0), np.float64(313.0), np.float64(13.0), np.float64(62.0), np.float64(nan), np.float64(nan), np.float64(nan)]",417.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(17.35), np.float64(192.26), np.float64(18.43), np.float64(38.34), np.float64(1.59), np.float64(5.13), np.float64(6.57)]",279.67,nan,nan,nan,nan
99310427,2912184932,0,11151856,residential,nan,6th Street,False,False,10.579895092437631,2579,1250,43.0,0.0,nan,,0.0,0.38999998569488525,1.0,0.18000000715255737,1.0,[np.float64(396.0)],396.0,[np.float64(183.0)],183.0,[np.float64(nan)],0.0,[np.float64(102.46)],102.46,nan,nan,nan,nan
99310438,99310442,0,424892681,residential,2,6th Street,False,True,58.66764467851056,"[6128, 1370]",894,43.0,0.001,nan,0.25,1.0,1.0099999904632568,1.0,0.800000011920929,1.0,"[np.float64(784.0), np.float64(3918.0)]",4702.0,"[np.float64(648.0), np.float64(3299.0)]",3947.0,"[np.float64(197.0), np.float64(1220.0)]",1417.0,"[np.float64(437.86), np.float64(2330.04)]",2767.9,nan,nan,nan,nan
99310438,4242551864,0,424892145,residential,2,Lenox Avenue,True,False,55.46512959071099,"[2832, 6124, 2831]",1315,43.0,0.001,nan,0.3077777756585015,1.0,1.0666667090521917,1.0,0.8599999745686849,1.0,"[np.float64(680.0), np.float64(532.0), np.float64(3375.0)]",4587.0,"[np.float64(583.0), np.float64(455.0), np.float64(2967.0)]",4005.0,"[np.float64(237.0), np.float64(178.0), np.float64(1317.0)]",1732.0,"[np.float64(421.56), np.float64(325.74), np.float64(2195.49)]",2942.79,nan,nan,nan,nan
99310442,604127395,0,424892681,residential,2,6th Street,False,True,55.59155895539068,"[6169, 1742]",1082,43.0,0.001,nan,0.3299999918256487,1.0,1.0914286885942732,1.0,0.8800000463213239,1.0,"[np.float64(4157.0), np.float64(465.0)]",4622.0,"[np.float64(3646.0), np.float64(403.0)]",4049.0,"[np.float64(1631.0), np.float64(173.0)]",1804.0,"[np.float64(2704.2), np.float64(295.61)]",2999.81,nan,nan,nan,nan
99311848,2637835815,0,11165042,residential,nan,Meridian Avenue,False,True,13.428960677978372,2541,1228,43.0,0.0,nan,0.17000000178813934,1.0,1.0149999856948853,1.0,0.7799999713897705,1.0,[np.float64(1081.0)],1081.0,[np.float64(885.0)],885.0,[np.float64(219.0)],219.0,[np.float64(574.53)],574.53,nan,nan,nan,nan
99311848,2912184918,0,258423158,residential,2,1st Street,True,False,85.24266186556044,"[2798, 6059, 1374, 2535]",896,43.0,0.002,nan,0.1340000033378601,0.47869974965707063,0.9118182442405007,1.0,0.6754545298489657,1.0,"[np.float64(863.0), np.float64(4026.0), np.float64(798.0), np.float64(659.0)]",6346.0,"[np.float64(665.0), np.float64(3225.0), np.float64(656.0), np.float64(520.0)]",5066.0,"[np.float64(nan), np.float64(348.0), np.float64(170.0), np.float64(nan)]",518.0,"[np.float64(355.06), np.float64(1882.46), np.float64(429.41), np.float64(277.17)]",2944.1,nan,nan,nan,nan
99312947,99312949,0,190557339,residential,nan,39th Street,False,False,84.53479092516423,"[4977, 1378, 4979]",900,43.0,0.002,nan,0.17750000953674316,0.4026113155782842,0.9681818702004172,1.0,0.6809090701016512,1.0,"[np.float64(195.0), np.float64(708.0), np.float64(5680.0)]",6583.0,"[np.float64(167.0), np.float64(603.0), np.float64(4320.0)]",5090.0,"[np.float64(50.0), np.float64(167.0), np.float64(391.0)]",608.0,"[np.float64(112.26), np.float64(399.05), np.float64(2494.52)]",3005.83,nan,nan,nan,nan
99314355,99415925,0,190675475,residential,nan,Lincoln Road,False,True,36.04740480564936,1664,1061,43.0,0.001,nan,0.20999999046325685,1.0,0.9760000228881835,1.0,0.75,1.0,[np.float64(2828.0)],2828.0,[np.float64(2307.0)],2307.0,[np.float64(727.0)],727.0,[np.float64(1572.13)],1572.13,nan,nan,nan,nan
99314355,99314356,0,11152410,residential,nan,Lincoln Court,False,True,108.6265635306979,"[3781, 3783, 1383, 3789, 6254, 6256]",904,43.0,0.003,nan,0.33272728053006256,1.0,1.0954545627940784,1.0,0.8727273074063387,1.0,"[np.float64(1109.0), np.float64(1648.0), np.float64(761.0), np.float64(2664.0), np.float64(772.0), np.float64(2065.0)]",9019.0,"[np.float64(969.0), np.float64(1504.0), np.float64(652.0), np.float64(2302.0), np.float64(633.0), np.float64(1753.0)]",7813.0,"[np.float64(451.0), np.float64(815.0), np.float64(275.0), np.float64(1017.0), np.float64(203.0), np.float64(719.0)]",3480.0,"[np.float64(727.15), np.float64(1181.04), np.float64(476.2), np.float64(1702.48), np.float64(432.92), np.float64(1271.21)]",5791.0,nan,nan,nan,nan
99314355,99355568,0,190675475,residential,nan,Lincoln Road,False,False,54.43670644033239,"[3792, 1465]",961,43.0,0.001,nan,0.23857142244066512,1.0,0.9985713958740234,1.0,0.7785714013235909,1.0,"[np.float64(684.0), np.float64(3659.0)]",4343.0,"[np.float64(561.0), np.float64(3020.0)]",3581.0,"[np.float64(177.0), np.float64(1067.0)]",1244.0,"[np.float64(382.29), np.float64(2111.5)]",2493.79,nan,nan,nan,nan
99317380,2912184940,0,83069286,residential,2,11th Street,False,False,11.154862835258381,2592,1263,48.0,0.0,nan,,0.0,0.19999998807907104,1.0,,0.0,[np.float64(214.0)],214.0,[np.float64(nan)],0.0,[np.float64(nan)],0.0,[np.float64(6.42)],6.42,30 mph,nan,nan,nan
99317380,2082945310,0,"[83069286, 1159872655]",residential,2,11th Street,False,True,255.56511185757205,"[5825, 2082, 5837, 1390, 4242, 5813, 1978, 5823]",1175,48.0,0.005,nan,,0.0,0.6072414003569504,1.0,0.4149999959128244,0.9746424920740253,"[np.float64(525.0), np.float64(554.0), np.float64(193.0), np.float64(511.0), np.float64(3448.0), np.float64(3015.0), np.float64(2903.0), np.float64(2793.0)]",13942.0,"[np.float64(405.0), np.float64(445.0), np.float64(8.0), np.float64(381.0), np.float64(1879.0), np.float64(2405.0), np.float64(2304.0), np.float64(1974.0)]",9801.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(216.22), np.float64(236.9), np.float64(9.75), np.float64(203.92), np.float64(1033.54), np.float64(1280.92), np.float64(1227.57), np.float64(1060.92)]",5269.74,30 mph,nan,nan,nan
99317390,2082945310,0,"[758008557, 1159872655]",residential,2,11th Street,False,False,337.4511601345873,"[2081, 5826, 5828, 5830, 5832, 5995, 1260, 2061, 3853, 1391, 5810, 2165, 2071, 5818]",1174,48.0,0.007,nan,0.16785713604518346,0.7232987986720785,0.8761537992037259,1.0,0.6912820278069912,1.0,"[np.float64(601.0), np.float64(634.0), np.float64(3226.0), np.float64(2744.0), np.float64(697.0), np.float64(750.0), np.float64(622.0), np.float64(3127.0), np.float64(1004.0), np.float64(628.0), np.float64(680.0), np.float64(2931.0), np.float64(3461.0), np.float64(3173.0)]",24278.0,"[np.float64(484.0), np.float64(520.0), np.float64(2693.0), np.float64(2328.0), np.float64(593.0), np.float64(674.0), np.float64(528.0), np.float64(2560.0), np.float64(854.0), np.float64(522.0), np.float64(587.0), np.float64(2480.0), np.float64(2902.0), np.float64(2592.0)]",20317.0,"[np.float64(nan), np.float64(5.0), np.float64(407.0), np.float64(774.0), np.float64(182.0), np.float64(315.0), np.float64(175.0), np.float64(71.0), np.float64(294.0), np.float64(77.0), np.float64(227.0), np.float64(732.0), np.float64(567.0), np.float64(53.0)]",3879.0,"[np.float64(257.61), np.float64(278.8), np.float64(1623.14), np.float64(1602.33), np.float64(400.9), np.float64(505.76), np.float64(363.14), np.float64(1394.74), np.float64(592.5), np.float64(313.8), np.float64(418.79), np.float64(1663.23), np.float64(1809.64), np.float64(1403.4)]",12627.78,30 mph,nan,nan,nan
