o_node,d_node,origin,destination,lengthDisr,origin_cnt,category,name,lengthNorm,difference
13426689904,4063782840,"O_898,O_942",D_7,7821.0,0,special,EV1_ma,,
13426689923,4063782840,O_926,D_7,5446.0,0,special,EV1_ma,,
13426689924,4063782840,O_927,D_7,5443.0,0,special,EV1_ma,,
13426689925,4063782840,O_928,D_7,4838.0,0,special,EV1_ma,,
13426689926,4063782840,O_932,D_7,5500.0,0,special,EV1_ma,,
13426689927,4063782840,O_933,D_7,6849.0,0,special,EV1_ma,,
13426689928,4063782840,O_934,D_7,6870.0,0,special,EV1_ma,,
13426689929,4063782840,O_935,D_7,7321.0,0,special,EV1_ma,,
13426689930,4063782840,O_936,D_7,7024.0,0,special,EV1_ma,,
13426689931,4063782840,O_937,D_7,7026.0,0,special,EV1_ma,,
13426689932,4063782840,O_939,D_7,7513.0,0,special,EV1_ma,,
13426689933,4063782840,O_940,D_7,7554.0,0,special,EV1_ma,,
13426689952,4063782840,O_968,D_7,4570.0,0,special,EV1_ma,,
13426689953,4063782840,O_969,D_7,4659.0,0,special,EV1_ma,,
13426689954,4063782840,O_970,D_7,4669.0,0,special,EV1_ma,,
13426689955,4063782840,O_971,D_7,4991.0,0,special,EV1_ma,,
13426689956,4063782840,O_972,D_7,5231.0,0,special,EV1_ma,,
13426689957,4063782840,O_973,D_7,7143.0,0,special,EV1_ma,,
13426689958,4063782840,O_975,D_7,7095.0,0,special,EV1_ma,,
13426689959,4063782840,O_976,D_7,7115.0,0,special,EV1_ma,,
13426689960,4063782840,O_977,D_7,7017.0,0,special,EV1_ma,,
13426689961,4063782840,O_981,D_7,7539.0,0,special,EV1_ma,,
13426689983,4063782840,O_1008,D_7,4376.0,0,special,EV1_ma,,
13426689984,4063782840,O_1009,D_7,4390.0,0,special,EV1_ma,,
13426689985,4063782840,O_1010,D_7,4405.0,0,special,EV1_ma,,
13426689986,4063782840,O_1011,D_7,4680.0,0,special,EV1_ma,,
13426689987,4063782840,O_1012,D_7,4966.0,0,special,EV1_ma,,
13426689989,4063782840,O_1015,D_7,7306.0,0,special,EV1_ma,,
13426689990,4063782840,O_1018,D_7,6776.0,0,special,EV1_ma,,
13426689991,4063782840,O_1019,D_7,6818.0,0,special,EV1_ma,,
13426689992,4063782840,O_1020,D_7,6940.0,0,special,EV1_ma,,
13426689993,4063782840,O_1024,D_7,7578.0,0,special,EV1_ma,,
13426690010,4063782840,O_1047,D_7,4096.0,0,special,EV1_ma,,
13426690011,4063782840,O_1048,D_7,4113.0,0,special,EV1_ma,,
13426690012,4063782840,O_1049,D_7,4095.0,0,special,EV1_ma,,
13426690013,4063782840,O_1050,D_7,4155.0,0,special,EV1_ma,,
13426690014,4063782840,O_1051,D_7,4163.0,0,special,EV1_ma,,
13426690015,4063782840,O_1052,D_7,4247.0,0,special,EV1_ma,,
13426690016,4063782840,O_1053,D_7,4648.0,0,special,EV1_ma,,
13426690019,4063782840,O_1056,D_7,7580.0,0,special,EV1_ma,,
13426690020,4063782840,O_1059,D_7,6719.0,0,special,EV1_ma,,
13426690021,4063782840,O_1060,D_7,6528.0,0,special,EV1_ma,,
13426690022,4063782840,O_1062,D_7,6779.0,0,special,EV1_ma,,
13426690038,4063782840,O_1091,D_7,3888.0,0,special,EV1_ma,,
13426690039,4063782840,O_1092,D_7,4034.0,0,special,EV1_ma,,
13426690040,4063782840,O_1093,D_7,3840.0,0,special,EV1_ma,,
13426690041,4063782840,O_1094,D_7,3835.0,0,special,EV1_ma,,
13426690042,4063782840,O_1095,D_7,4191.0,0,special,EV1_ma,,
13426690043,4063782840,O_1097,D_7,4723.0,0,special,EV1_ma,,
13426690044,4063782840,O_1098,D_7,4860.0,0,special,EV1_ma,,
13426690045,4063782840,O_1099,D_7,5232.0,0,special,EV1_ma,,
